display_name,year,works_count,cited_by_count,city,longitude,latitude
Tatarstan Academy of Sciences,2013,24,174,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2014,38,207,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2015,66,284,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2016,67,482,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2017,63,432,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2018,69,496,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2019,104,554,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2020,109,578,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2021,122,651,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2022,98,689,Kazan’,49.10704,55.794895
Tatarstan Academy of Sciences,2023,62,374,Kazan’,49.10704,55.794895
Tatneft (Russia),2012,3,12,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2013,4,19,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2014,6,19,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2015,30,17,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2016,18,29,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2017,30,26,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2018,38,51,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2019,33,48,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2020,21,84,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2021,26,121,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2022,27,153,Al'met'yevsk,52.25958,54.888245
Tatneft (Russia),2023,11,102,Al'met'yevsk,52.25958,54.888245
Taymyr Nature Reserve,2012,0,37,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2013,1,55,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2014,2,36,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2015,4,42,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2016,4,46,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2017,3,39,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2018,4,49,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2019,2,70,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2020,7,65,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2021,9,105,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2022,9,92,Noril'sk,100.58961,74.19653
Taymyr Nature Reserve,2023,1,62,Noril'sk,100.58961,74.19653
Tchaikovsky State Institute of Physical Culture,2013,1,0,Chaykovskiy,54.159565,56.766228
Tchaikovsky State Institute of Physical Culture,2017,1,0,Chaykovskiy,54.159565,56.766228
Tchaikovsky State Institute of Physical Culture,2018,1,0,Chaykovskiy,54.159565,56.766228
Tchaikovsky State Institute of Physical Culture,2019,1,0,Chaykovskiy,54.159565,56.766228
Tchaikovsky State Institute of Physical Culture,2020,3,0,Chaykovskiy,54.159565,56.766228
Tchaikovsky State Institute of Physical Culture,2021,3,1,Chaykovskiy,54.159565,56.766228
Tchaikovsky State Institute of Physical Culture,2022,0,2,Chaykovskiy,54.159565,56.766228
Technological Design Institute of Scientific Instrument Engineering,2012,9,14,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2013,5,18,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2014,5,19,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2015,7,40,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2016,11,33,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2017,13,46,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2018,11,39,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2019,18,49,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2020,17,67,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2021,24,66,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2022,17,59,Novosibirsk,83.05921,54.847622
Technological Design Institute of Scientific Instrument Engineering,2023,5,24,Novosibirsk,83.05921,54.847622
Technological Institute for Superhard and Novel Carbon Materials,2012,36,178,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2013,36,258,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2014,34,311,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2015,60,470,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2016,68,508,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2017,49,586,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2018,64,648,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2019,50,745,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2020,60,953,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2021,53,945,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2022,48,1017,Troitsk,37.30754,55.47438
Technological Institute for Superhard and Novel Carbon Materials,2023,23,706,Troitsk,37.30754,55.47438
Television Research Institute,2012,4,12,Saint Petersburg,30.365866,60.00233
Television Research Institute,2013,10,6,Saint Petersburg,30.365866,60.00233
Television Research Institute,2014,26,11,Saint Petersburg,30.365866,60.00233
Television Research Institute,2015,37,10,Saint Petersburg,30.365866,60.00233
Television Research Institute,2016,1,12,Saint Petersburg,30.365866,60.00233
Television Research Institute,2017,3,9,Saint Petersburg,30.365866,60.00233
Television Research Institute,2018,3,6,Saint Petersburg,30.365866,60.00233
Television Research Institute,2019,12,31,Saint Petersburg,30.365866,60.00233
Television Research Institute,2020,6,31,Saint Petersburg,30.365866,60.00233
Television Research Institute,2021,4,30,Saint Petersburg,30.365866,60.00233
Television Research Institute,2022,4,25,Saint Petersburg,30.365866,60.00233
Television Research Institute,2023,2,13,Saint Petersburg,30.365866,60.00233
The All-Russian State University of Justice,2014,4,0,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2015,3,0,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2016,5,0,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2017,15,0,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2018,21,0,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2019,47,5,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2020,63,26,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2021,117,61,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2022,259,52,Moscow,37.61707,55.771137
The All-Russian State University of Justice,2023,49,25,Moscow,37.61707,55.771137
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2012,9,19,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2013,14,19,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2014,5,19,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2015,9,31,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2016,10,26,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2017,19,35,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2018,8,45,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2019,7,71,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2020,15,84,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2021,13,73,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2022,22,83,Saint Petersburg,30.38559,60.005745
The BE Vedeneev All Russia Institute of Hydraulic Engineering,2023,7,53,Saint Petersburg,30.38559,60.005745
The Caspian Scientific Research Institute of Arid Aarming,2012,1,6,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2013,1,4,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2014,1,5,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2015,0,3,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2016,2,1,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2017,3,7,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2018,5,10,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2019,2,15,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2020,0,16,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2021,0,29,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2022,0,18,Astrakhan,48.0437,46.39734
The Caspian Scientific Research Institute of Arid Aarming,2023,0,25,Astrakhan,48.0437,46.39734
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2013,1,0,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2014,2,0,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2015,1,1,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2016,3,6,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2017,9,10,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2018,14,17,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2019,55,36,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2020,136,116,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2021,46,175,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2022,59,197,Moscow,37.739197,55.768272
"The Federal State Budgetary Scientific Institution ""Izmerov Research Institute of Occupational Health""",2023,40,135,Moscow,37.739197,55.768272
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2012,2,1,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2013,3,1,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2014,4,8,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2015,13,32,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2016,14,97,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2017,7,183,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2018,2,192,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2019,4,186,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2020,10,198,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2021,7,206,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2022,10,203,Izhevsk,53.257786,56.901924
The First Republican Clinical Hospital of the Ministry of Health of the Udmurt Republic,2023,5,172,Izhevsk,53.257786,56.901924
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2017,2,0,Moscow,37.612858,55.759445
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2018,1,0,Moscow,37.612858,55.759445
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2019,1,0,Moscow,37.612858,55.759445
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2020,4,0,Moscow,37.612858,55.759445
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2021,6,0,Moscow,37.612858,55.759445
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2022,32,0,Moscow,37.612858,55.759445
"The Ilya Glazunov Russian Academy of Painting, Sculpture and Architecture",2023,2,0,Moscow,37.612858,55.759445
The Institute of Europe of the Russian Academy of Sciences,2012,6,6,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2013,4,11,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2014,11,6,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2015,5,13,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2016,7,12,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2017,1,6,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2018,12,16,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2019,13,9,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2020,33,11,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2021,77,23,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2022,68,51,Moscow,37.57568,55.71113
The Institute of Europe of the Russian Academy of Sciences,2023,24,30,Moscow,37.57568,55.71113
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2012,1,1,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2013,1,0,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2014,6,1,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2015,7,1,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2016,20,1,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2017,42,1,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2018,37,4,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2019,57,26,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2020,94,45,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2021,135,100,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2022,109,106,Moscow,37.56079,55.81529
The Institute of Legislation and Comparative Law under the Government of the Russian Federation,2023,48,102,Moscow,37.56079,55.81529
The Ministry of Education and Science of the Russian Federation,2012,4,6,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2013,5,5,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2014,4,10,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2015,5,14,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2016,10,24,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2017,14,24,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2018,8,20,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2019,6,23,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2020,3,34,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2021,12,30,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2022,7,25,Moscow,37.60978,55.760693
The Ministry of Education and Science of the Russian Federation,2023,3,19,Moscow,37.60978,55.760693
The Research Institute for Fertilizers and Insectofungicides,2012,3,43,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2013,3,38,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2014,2,36,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2015,4,40,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2016,4,67,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2017,4,48,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2018,4,49,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2019,4,43,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2020,9,59,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2021,4,83,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2022,3,67,Vologda,37.94973,59.15169
The Research Institute for Fertilizers and Insectofungicides,2023,3,47,Vologda,37.94973,59.15169
The Russian Presidential Academy of National Economy and Public Administration,2012,276,46,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2013,1025,49,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2014,1124,112,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2015,905,183,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2016,950,221,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2017,721,304,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2018,879,440,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2019,1068,667,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2020,1290,1166,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2021,1456,1782,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2022,1151,1776,Moscow,37.479443,55.66722
The Russian Presidential Academy of National Economy and Public Administration,2023,468,1263,Moscow,37.479443,55.66722
The Russian Research Institute of the Tube & Pipe Industries (Russia),2012,8,8,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2013,6,12,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2014,11,18,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2015,3,25,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2016,13,45,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2017,6,55,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2018,14,51,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2019,17,45,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2020,16,75,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2021,28,56,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2022,27,76,Chelyabinsk,61.46806,55.111584
The Russian Research Institute of the Tube & Pipe Industries (Russia),2023,7,25,Chelyabinsk,61.46806,55.111584
The State Scientific Research Institute of Civil Aviation,2012,7,13,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2013,7,27,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2014,7,27,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2015,14,19,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2016,9,14,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2017,11,18,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2018,12,14,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2019,27,36,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2020,18,60,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2021,20,78,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2022,17,61,Moscow,37.441025,55.867767
The State Scientific Research Institute of Civil Aviation,2023,8,32,Moscow,37.441025,55.867767
The Turner Scientific Research Institute for Children's Orthopedics,2012,12,1,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2013,27,6,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2014,47,8,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2015,42,13,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2016,49,13,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2017,39,50,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2018,43,50,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2019,38,74,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2020,33,120,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2021,38,148,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2022,39,202,Tsarskoye Selo,30.37945,59.71071
The Turner Scientific Research Institute for Children's Orthopedics,2023,25,153,Tsarskoye Selo,30.37945,59.71071
The Ural Scientific-Research Institute of Architecture and Construction (Russia),2014,1,0,Yekaterinburg,60.64914,56.854485
The Ural Scientific-Research Institute of Architecture and Construction (Russia),2017,0,1,Yekaterinburg,60.64914,56.854485
The Ural Scientific-Research Institute of Architecture and Construction (Russia),2018,1,0,Yekaterinburg,60.64914,56.854485
The Ural Scientific-Research Institute of Architecture and Construction (Russia),2021,1,0,Yekaterinburg,60.64914,56.854485
"The state budgetary institution of public health of the Perm Krai ""City Children's Clinical Polyclinic No. 5""",2016,2,0,Perm,56.1926,57.986378
"The state budgetary institution of public health of the Perm Krai ""City Children's Clinical Polyclinic No. 5""",2019,3,0,Perm,56.1926,57.986378
"The state budgetary institution of public health of the Perm Krai ""City Children's Clinical Polyclinic No. 5""",2020,1,0,Perm,56.1926,57.986378
Tigireksky Nature Reserve,2012,1,0,Barnaul,83.77564,53.32611
Tigireksky Nature Reserve,2013,2,1,Barnaul,83.77564,53.32611
Tigireksky Nature Reserve,2019,2,0,Barnaul,83.77564,53.32611
Tigireksky Nature Reserve,2020,4,3,Barnaul,83.77564,53.32611
Tigireksky Nature Reserve,2021,1,17,Barnaul,83.77564,53.32611
Tigireksky Nature Reserve,2022,1,27,Barnaul,83.77564,53.32611
Tigireksky Nature Reserve,2023,2,14,Barnaul,83.77564,53.32611
Timiryazev Institute of Plant Physiology,2012,50,1457,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2013,57,1638,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2014,64,1833,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2015,70,1802,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2016,54,1958,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2017,56,2134,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2018,135,2439,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2019,117,2893,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2020,157,3449,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2021,164,4014,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2022,156,4283,Moscow,37.58597,55.841557
Timiryazev Institute of Plant Physiology,2023,113,3053,Moscow,37.58597,55.841557
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2012,2,1,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2013,0,1,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2014,1,5,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2015,2,2,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2016,3,3,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2017,1,1,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2018,9,1,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2019,1,5,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2020,8,9,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2021,9,15,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2022,10,26,Tobol'sk,68.259605,58.20581
Tobolsk Pedagogical Institute named after D. I. Mendeleev,2023,5,29,Tobol'sk,68.259605,58.20581
Togliatti Academy of Management,2014,1,0,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2015,1,1,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2017,0,1,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2019,2,0,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2020,2,0,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2021,2,2,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2022,3,2,Tolyatti,49.01761,53.565536
Togliatti Academy of Management,2023,0,1,Tolyatti,49.01761,53.565536
Togliatti State University,2012,37,74,Tolyatti,49.397827,53.501396
Togliatti State University,2013,70,161,Tolyatti,49.397827,53.501396
Togliatti State University,2014,63,291,Tolyatti,49.397827,53.501396
Togliatti State University,2015,60,386,Tolyatti,49.397827,53.501396
Togliatti State University,2016,86,390,Tolyatti,49.397827,53.501396
Togliatti State University,2017,87,444,Tolyatti,49.397827,53.501396
Togliatti State University,2018,153,618,Tolyatti,49.397827,53.501396
Togliatti State University,2019,270,885,Tolyatti,49.397827,53.501396
Togliatti State University,2020,317,1015,Tolyatti,49.397827,53.501396
Togliatti State University,2021,275,1194,Tolyatti,49.397827,53.501396
Togliatti State University,2022,194,1312,Tolyatti,49.397827,53.501396
Togliatti State University,2023,117,915,Tolyatti,49.397827,53.501396
Tomsk Cancer Research Institute,2012,6,66,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2013,10,48,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2014,12,38,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2015,45,56,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2016,69,92,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2017,17,135,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2018,8,144,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2019,13,187,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2020,23,180,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2021,23,210,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2022,12,251,Tomsk,84.94818,56.457474
Tomsk Cancer Research Institute,2023,4,162,Tomsk,84.94818,56.457474
Tomsk Institute of Economics and Law,2012,2,3,Tomsk,84.945915,56.47098
Tomsk Institute of Economics and Law,2013,1,0,Tomsk,84.945915,56.47098
